event url,event id,event_name,event_date,event_date_month,event_date_day,event_date_year,event_location,event_location_arena,event_location_geo,fight_priority,fight_class1,fight_class2,fight_class3,fight_end_method1,fight_end_method2,fight_end_time1,fight_end_time2,f1_name,f1_url,f1_id,KD,TOT STRIKES,TOT STRIKES,SIG STRIKES,SIG STRIKES,HEAD,HEAD,BODY,BODY,LEGS,LEGS,CONTROL,TAKE DOWNS,TAKE DOWNS,SUB ATT,f2_name,f2_url,f2_id,KD,TOT STRIKES,TOT STRIKES,SIG STRIKES,SIG STRIKES,HEAD,HEAD,BODY,BODY,LEGS,LEGS,CONTROL,TAKE DOWNS,TAKE DOWNS,SUB ATT,fight_winner
https://www.espn.com/mma/fightcenter/_/league/ufc/id/401221629,401221629,"Dana White's Contender Series: Season 4, Week 1","August 5, 2020",August,5,2020,"UFC APEX, Las Vegas, NV",UFC APEX, NV,Main Card,Light Heavyweight , Main Event,,U Dec,(27-29 | 27-29 | 26-30),R3, 5:00,Ty Flores,https://www.espn.com/mma/fighter/_/id/4010873/ty-flores,4010873,0,39,100,30,80,11,50,11,17,8,13,1:37,1,11,0,Dustin Jacoby,https://www.espn.com/mma/fighter/_/id/2594871/dustin-jacoby,2594871,1,145,194,117,156,90,124,20,25,7,7,5:05,1,11,0,Dustin Jacoby
https://www.espn.com/mma/fightcenter/_/league/ufc/id/401221629,401221629,"Dana White's Contender Series: Season 4, Week 1","August 5, 2020",August,5,2020,"UFC APEX, Las Vegas, NV",UFC APEX, NV,Main Card,Lightweight,,,KO/TKO,(Punches),R1, 2:12,Uros Medic,https://www.espn.com/mma/fighter/_/id/4685870/uros-medic,4685870,2,32,36,32,36,17,21,11,11,4,4,0:32,0,0,0,Mikey Gonzalez,https://www.espn.com/mma/fighter/_/id/4686567/mikey-gonzalez,4686567,0,2,12,2,12,2,12,0,0,0,0,0:00,0,0,0,Uros Medic
https://www.espn.com/mma/fightcenter/_/league/ufc/id/401221629,401221629,"Dana White's Contender Series: Season 4, Week 1","August 5, 2020",August,5,2020,"UFC APEX, Las Vegas, NV",UFC APEX, NV,Main Card,Flyweight,,,U Dec,(28-29 | 27-30 | 27-30),R3, 5:00,Ronaldo Rodriguez,https://www.espn.com/mma/fighter/_/id/4685888/ronaldo-rodriguez,4685888,0,27,63,19,51,10,40,4,5,5,6,6:33,2,4,2,Jerome Rivera,https://www.espn.com/mma/fighter/_/id/4222369/jerome-rivera,4222369,0,93,161,48,105,14,53,17,31,17,21,3:36,2,4,0,Jerome Rivera
https://www.espn.com/mma/fightcenter/_/league/ufc/id/401221629,401221629,"Dana White's Contender Series: Season 4, Week 1","August 5, 2020",August,5,2020,"UFC APEX, Las Vegas, NV",UFC APEX, NV,Main Card,Lightweight,,,Sub,(Arm Triangle),R1, 4:15,Jordan Leavitt,https://www.espn.com/mma/fighter/_/id/4686565/jordan-leavitt,4686565,0,23,32,4,8,2,6,2,2,0,0,3:59,1,1,1,Jose Flores,https://www.espn.com/mma/fighter/_/id/3926497/jose-flores,3926497,0,4,9,2,6,1,5,0,0,1,1,0:00,1,1,0,Jordan Leavitt
